name,_cell_length_a,_cell_length_b,_cell_length_c,_cell_angle_alpha,_cell_angle_beta,_cell_angle_gamma,lcd,pld,void_fraction,surface_area_m2g,surface_area_m2cm3,number_H,number_C,number_N,number_O,number_F,number_Cl,number_V,number_Cu,number_Zn,number_Br,number_Zr,adsorption,number_Metal,number_1,number_2
hMOF-5213,19.805407,10.686285,19.805399,85.610534,89.980427,85.631507,8.25,5.25,0.693673,3399,2492.2,36,72,0,26,0,0,0,0,8,0,0,1.58465,8,34,108
hMOF-26020,17.699104,14.853568,16.776229,90.00117,90.006643,96.536648,15.25,14.25,0.845286,2564.9,1759.5,12,46,2,8,0,0,0,0,2,12,0,0.440849,2,10,58
hMOF-5018526,18.050589,13.897449,13.897441,89.979267,89.972127,90.0295,6.75,5.75,0.690625,3097.6,2430.9,8,52,0,26,4,0,0,0,8,0,0,1.85363,8,34,60
hMOF-5005961,16.12049,16.120444,12.759393,87.135249,92.918609,90.165174,6.75,3.75,0.605561,2388,2124.4,32,56,0,34,0,0,0,0,8,0,0,2.19387,8,42,88
hMOF-5055648,23.532407,14.044209,13.101039,86.334262,86.66891,91.981684,4.75,3.25,0.336502,444,692.1,30,120,12,36,0,0,0,0,6,18,0,1.59214,6,42,150
hMOF-6364,12.759401,12.827892,12.759393,89.970028,89.979007,90.014683,7.25,5.75,0.618023,2064.1,2048.4,17,46,0,13,11,0,0,0,4,0,0,4.45483,4,17,63
hMOF-5010574,16.959455,12.64533,12.645323,89.97513,89.978641,90.014639,9.25,7.75,0.669237,2678.8,1990.2,49,38,17,13,0,0,0,0,4,0,0,1.28677,4,17,87
hMOF-2568,19.805407,19.805405,12.759393,89.962167,89.980254,90.023727,6.75,4.25,0.619958,2382.2,2228,20,84,0,26,0,24,0,0,8,0,0,3.35226,8,34,104
hMOF-5059648,16.992694,11.792241,15.455313,92.683265,87.142206,87.430819,12.25,11.25,0.800945,3657.5,2153.6,5,30,6,8,0,11,0,2,0,0,0,0.55213,2,10,35
hMOF-2504,21.395362,19.805405,19.805399,89.970699,89.961981,90.042288,8.25,6.25,0.78338,5293.5,2786.6,56,104,0,52,0,0,0,0,8,0,0,0.8797,8,60,160
hMOF-5041578,9.616153,17.699083,17.699083,96.716985,90.003155,89.99917,5.75,2.25,0.276171,438.6,492.4,56,76,4,46,0,0,0,0,4,0,0,0.449635,4,50,132
hMOF-5011144,12.759401,18.101395,12.759393,89.96763,89.979062,90.032629,10.75,9.75,0.781637,4298.7,2349.7,28,30,8,13,0,0,0,0,4,0,0,0.666843,4,17,58
hMOF-5052228,19.18893,19.18893,18.266242,90.011475,89.977082,96.855221,17.25,16.25,0.868836,4839.7,1573.7,44,54,14,18,0,0,0,0,2,0,0,0.622669,2,20,98
hMOF-5076014,10.654562,19.188925,9.130313,89.999117,89.99693,83.816326,8.25,7.25,0.655458,2427,1949.8,42,43,6,8,0,0,0,2,0,0,0,2.3039,2,10,85
hMOF-19018,10.65455,16.992695,9.730223,89.99528,89.999957,87.576577,7.75,5.75,0.628335,2117.3,1884.6,36,36,4,18,0,0,0,0,2,0,0,2.25324,2,20,72
hMOF-5013703,17.077404,12.594516,17.077396,90.024014,90.018362,90.016143,4.25,2.75,0.334246,353.1,454,66,114,0,39,0,0,0,0,12,0,0,2.96736,12,51,180
hMOF-5036920,8.559649,14.519709,7.681481,84.246308,94.91324,76.729405,3.75,2.25,0.122457,8.4,13.6,10,24,6,16,0,0,0,0,4,0,0,0.0370897,4,20,34
hMOF-20227,8.559649,9.065218,8.140239,90.001686,89.997368,102.602725,2.25,1.75,0.000416657,0,0,2,18,6,16,0,0,0,0,4,0,0,0,4,20,20
hMOF-1003031,6.8179,17.078472,16.015572,78.650868,104.485554,99.30602,5.75,3.25,0.559256,1103.3,1141.3,72,61,2,10,0,0,2,0,0,0,0,5.83224,2,12,133
hMOF-5047349,15.944551,15.944551,15.021413,89.996935,90.002826,83.498738,12.75,11.75,0.807376,5186.8,2509.9,8,38,2,8,0,10,0,0,2,0,0,0.532795,2,10,46
hMOF-6003320,6.8179,17.982783,16.255661,95.649221,103.488922,102.448572,4.75,3.25,0.392761,1014.8,985.3,38,66,0,10,0,0,2,0,0,0,0,4.04298,2,12,104
hMOF-10840,19.077105,12.7594,19.076919,92.274856,90.076224,87.711168,14.25,12.75,0.844476,3887.8,1939.5,74,66,4,13,0,0,0,0,4,0,0,2.31026,4,17,140
hMOF-5006625,16.12053,18.215404,16.120297,87.128027,90.12814,92.880662,7.75,5.75,0.778563,4797.8,3012.7,14,56,0,26,0,0,0,0,8,2,0,0.764687,8,34,70
hMOF-5073796,19.28884,17.766277,19.288865,90.011603,96.868869,89.983415,7.75,3.75,0.528646,1619.1,1528.7,66,168,6,24,42,0,0,6,0,0,0,4.24491,6,30,234
hMOF-5069662,10.489746,8.96543,16.109301,89.997898,95.998609,89.994189,8.25,7.25,0.634186,2608.3,2137.1,10,28,2,8,6,0,0,2,0,0,0,1.27427,2,10,38
hMOF-30753,9.065218,8.559649,7.540329,89.998238,89.996962,77.397275,2.25,1.25,0.000181339,0,0,4,16,4,16,0,0,0,4,0,0,0,0,4,20,20
hMOF-5042802,9.065218,15.99535,8.140239,89.998714,89.997198,84.25413,3.75,2.25,0.184771,9.5,26.6,12,36,4,16,0,0,0,0,4,12,0,0.827351,4,20,48
hMOF-5042527,10.65455,15.99535,9.730223,89.997832,89.999957,83.988653,6.75,5.75,0.559944,2228.8,1894.6,11,35,11,8,0,0,0,0,2,0,0,1.14203,2,10,46
hMOF-5035851,14.971486,13.596369,14.971486,90.006197,83.614129,90.000368,5.25,2.75,0.545252,768,767.8,96,96,4,16,0,0,0,0,4,0,0,6.52677,4,20,192
hMOF-5019713,12.759401,19.120786,12.759393,92.476,90.020938,92.46672,9.75,8.25,0.781935,3411.5,2152.5,62,54,0,13,0,0,0,0,4,0,0,2.67188,4,17,116
hMOF-5043991,14.519709,15.99535,13.596369,89.996243,90.000291,83.58626,5.25,2.25,0.380257,536.6,856.6,21,78,6,24,0,0,0,0,6,15,0,1.42475,6,30,99
hMOF-1004034,18.878441,14.560438,14.560438,90.000977,59.992421,60.003719,5.75,4.75,0.356652,506.6,764.2,30,100,20,32,0,0,0,0,0,0,6,2.51742,6,38,130
hMOF-6004338,6.8179,16.417825,19.453114,95.88164,101.709288,103.385495,11.25,10.75,0.76192,2447.9,2261.3,6,28,4,10,0,0,2,0,0,6,0,1.12088,2,12,34
hMOF-5073436,15.944545,15.944493,14.47231,90.004804,89.989758,83.485608,11.25,10.25,0.732895,4425.9,2379.8,24,38,32,8,0,0,0,2,0,0,0,0.564973,2,10,62
hMOF-5070520,10.489741,11.792241,10.268362,90.005428,89.993443,95.633705,8.75,7.75,0.696247,3253.1,2453.9,4,18,2,8,0,2,0,2,0,0,0,0.440169,2,10,22
hMOF-5017812,18.050591,18.050589,18.050582,89.981795,90.020922,89.975773,2.75,2.25,0.0543533,0,0,28,168,0,52,0,0,0,0,16,44,0,0,16,68,196
hMOF-5002617,13.897448,13.897449,13.897449,90.008641,90.01027,90.018519,4.25,3.25,0.293143,382.9,649.8,0,72,0,52,0,0,0,0,16,0,0,1.72774,16,68,72
hMOF-5065521,11.792241,14.04422,10.268362,89.993803,89.999626,88.691147,11.75,10.75,0.826595,4893.1,2281,2,16,2,8,0,0,0,2,0,0,0,0.240952,2,10,18
hMOF-5023489,21.295417,19.805407,19.805399,89.982197,89.969157,90.027823,10.25,6.75,0.79629,4991,2698.9,22,96,8,26,26,0,0,0,8,0,0,1.6829,8,34,118
hMOF-22572,17.699077,6.394989,16.776229,90.003593,89.993415,95.110856,11.25,10.25,0.673835,2754.6,1773.6,26,35,2,8,0,0,0,0,2,0,0,2.67561,2,10,61
hMOF-5001239,19.077105,13.897448,19.076919,87.727045,89.923776,87.714101,14.25,13.25,0.860022,4607.8,1863.7,16,34,24,13,0,0,0,0,4,0,0,0.739734,4,17,50
hMOF-5075953,19.188925,19.18893,17.766277,89.988508,89.989688,83.143665,18.25,17.25,0.887336,5179.9,1542.7,39,48,21,8,0,0,0,2,0,0,0,0.569572,2,10,87
hMOF-4675,10.685924,12.759401,12.759393,89.981504,94.400573,94.367377,8.75,7.25,0.679798,3000.5,2350.2,10,20,0,19,0,0,0,0,4,0,0,0.914284,4,23,30
hMOF-5032670,18.101395,29.839134,18.101389,89.97127,89.983159,90.025965,12.75,11.25,0.745683,3504,1826.2,128,198,2,17,0,0,0,0,4,0,0,1.9276,4,21,326
hMOF-5078247,19.18893,15.944551,14.421503,90.010022,90.014354,96.67824,3.25,1.75,0.0423713,0,0,80,160,24,64,0,0,0,8,0,0,0,0,8,72,240
hMOF-5041943,10.65455,10.540539,9.730223,90.000775,89.996251,84.505197,5.75,4.25,0.500797,750.2,961.5,48,42,2,8,0,0,0,0,2,0,0,4.56639,2,10,90
hMOF-5022510,19.121102,19.121063,19.120904,85.258387,89.911827,90.126902,6.75,5.75,0.574349,1595.1,1638,30,144,0,39,60,0,0,0,12,0,0,4.95109,12,51,174
hMOF-7002169,23.096457,18.760492,23.096457,59.999445,89.999736,59.998463,12.25,11.25,0.732958,3103.5,1983.4,110,120,8,32,0,0,0,0,0,0,6,1.53287,6,38,230
hMOF-5074520,11.02666,17.038272,9.4829,100.012096,78.636107,99.848195,7.75,5.75,0.708842,2758.8,2038.9,42,36,2,8,0,0,0,2,0,0,0,3.41479,2,10,78
hMOF-9953,14.908783,14.90852,13.032268,99.985811,93.464427,96.791586,10.25,8.75,0.781852,3752.8,2253.7,9,37,7,13,0,0,0,0,4,0,0,1.33536,4,17,46
hMOF-5072925,15.944551,11.792241,10.268362,90.000374,89.993764,96.153923,9.25,7.25,0.750766,4521.7,2618.9,18,28,2,10,0,0,0,2,0,0,0,0.637202,2,12,46
hMOF-5031732,12.7594,29.839134,12.759393,90.033122,89.968436,89.989968,9.75,8.75,0.838821,3726.9,2182.6,17,62,2,17,0,11,0,0,4,0,0,1.22632,4,21,79
hMOF-10167,12.759401,12.759399,12.759393,89.971029,89.980446,90.015963,4.75,2.75,0.32579,408.5,568.2,32,64,0,26,0,0,0,0,8,0,0,2.80243,8,34,96
hMOF-5035511,11.792241,12.376457,13.33907,104.398083,99.911355,78.632725,8.75,7.75,0.719052,2572.9,2114.6,16,34,16,8,0,0,0,0,2,0,0,1.94131,2,10,50
hMOF-7394,19.805407,13.032721,19.805399,97.155902,89.980427,97.204665,13.75,12.25,0.812403,4606.9,2041.2,56,56,0,22,0,0,0,0,4,0,0,1.59919,4,26,112
hMOF-1004512,14.560438,19.377372,14.560438,90.000766,59.996693,72.113948,9.75,8.25,0.512941,1089.2,1260.6,42,72,0,54,0,0,0,0,0,0,6,1.46733,6,60,114
hMOF-1003360,20.016444,14.560438,14.560438,119.999504,89.997013,60.002114,7.75,3.75,0.434575,683.4,1212.2,19,64,0,32,0,0,0,0,0,17,6,2.15644,6,38,83
hMOF-5076104,9.065218,19.18893,7.540329,89.991297,89.996962,84.080333,1.75,1.25,0.000700558,0,0,48,56,12,16,0,0,0,4,0,0,0,0,4,20,104
hMOF-5053444,19.188905,19.18893,18.266242,89.993204,89.986531,83.139668,21.25,19.25,0.893268,5690,1425.4,24,44,14,8,0,0,0,0,2,0,0,0.366408,2,10,68
hMOF-2099,18.215405,18.215407,18.215399,89.979405,90.030551,89.975194,4.75,3.75,0.450412,1187.4,1255.3,48,144,0,64,0,0,0,0,16,0,0,2.82036,16,80,192
hMOF-5062252,14.519709,10.723024,9.198806,90.003648,89.995869,95.925993,9.75,8.75,0.746363,3517.8,2326.3,8,16,8,8,0,0,0,2,0,0,0,0.523953,2,10,24
hMOF-5063910,10.654553,14.04419,9.130313,89.993628,89.999282,88.838977,6.75,5.75,0.583236,1975.4,2011.1,14,24,20,8,0,0,0,2,0,0,0,1.31156,2,10,38
hMOF-5070229,10.489741,10.489716,8.96543,90.004464,89.998843,84.534155,4.75,2.75,0.251639,265.4,388.5,18,26,20,8,0,0,0,2,0,0,0,0.853545,2,10,44
hMOF-24803,10.908878,9.730217,11.026607,90.00306,84.335404,90.003777,6.75,5.75,0.52228,992.5,1323.9,6,24,2,8,0,10,0,0,2,0,0,3.48321,2,10,30
hMOF-5018755,16.625548,18.050589,16.625539,89.975176,89.979432,90.029289,4.25,2.75,0.31735,466.6,583.4,12,120,0,52,0,12,0,0,16,0,0,0.952033,16,68,132
hMOF-5046075,15.995292,10.489716,15.07222,90.002992,89.98633,83.998876,9.75,8.75,0.524593,2177.3,1653.8,13,51,19,8,0,0,0,0,2,0,0,0.392145,2,10,64
hMOF-5002808,17.077404,17.077402,17.077396,90.029784,90.023219,90.019297,6.25,4.75,0.491604,990.8,1185.4,39,126,0,39,33,0,0,0,12,0,0,5.06937,12,51,165
hMOF-7002940,23.196402,31.640172,23.196401,90.009695,59.997774,60.002544,13.25,7.25,0.751071,3374.2,1969.5,232,201,2,63,0,0,0,0,0,0,6,1.804,6,69,433
hMOF-5030442,29.839134,21.395361,29.839125,89.980954,90.02198,89.974432,10.75,7.75,0.848962,5042.4,2440.6,132,288,12,63,0,0,0,0,12,0,0,1.29983,12,75,420
hMOF-27943,10.65455,9.065218,9.130313,89.997322,89.999724,84.750408,2.75,1.75,0.0219431,0,0,10,32,4,16,0,0,0,4,0,6,0,0,4,20,42
hMOF-34117,12.837942,12.837943,11.295483,94.538773,94.530417,85.17106,7.25,6.25,0.711688,2144.8,1892.7,60,53,2,8,0,0,0,2,0,0,0,6.6222,2,10,113
hMOF-20594,10.65455,10.723024,9.730223,89.996766,89.999957,84.4764,8.25,7.25,0.631458,2094.5,2014.8,5,18,2,8,7,0,0,0,2,0,0,1.53786,2,10,23
hMOF-5030385,17.077404,29.839131,17.077396,89.968087,89.980499,90.041645,13.25,11.75,0.891503,5023,1812.9,104,102,2,17,0,0,0,0,4,0,0,1.3205,4,21,206
hMOF-5028492,25.63924,15.297621,15.299447,110.794051,80.300682,99.666635,9.25,4.25,0.63331,1872.8,1739,38,138,22,34,0,0,0,0,8,0,0,2.90324,8,42,176
hMOF-5097,18.215407,10.685194,18.215399,94.396576,90.019833,94.377432,4.25,2.75,0.193802,118.2,205.7,16,112,0,52,24,0,0,0,16,0,0,1.72344,16,68,128
hMOF-8797,12.759401,14.90852,12.759393,86.73758,90.019837,93.322137,10.25,8.75,0.764337,3465.7,2217.5,30,36,0,13,0,0,0,0,4,0,0,1.04599,4,17,66
hMOF-29327,16.109301,17.699083,14.586319,89.99532,89.999213,83.372248,13.75,12.75,0.847063,5237.3,1953.6,44,50,2,8,0,0,0,2,0,0,0,0.688464,2,10,94
hMOF-5064589,14.044191,14.04422,7.088929,83.206932,96.775604,93.190327,2.75,2.25,0.045058,0,0,18,48,6,27,0,0,0,6,0,0,0,0,6,33,66
hMOF-5065358,14.04422,13.33907,12.503572,85.519705,86.16475,75.590914,10.75,9.75,0.757225,3981.5,2257.9,12,28,12,8,0,0,0,2,0,0,0,0.396963,2,10,40
hMOF-5068196,15.995343,16.992695,15.455313,87.152573,87.316795,92.921297,13.75,13.25,0.815334,4821.6,1943.2,28,38,6,20,0,0,0,2,0,0,0,0.36797,2,22,66
hMOF-5006511,11.169417,16.120444,11.169409,87.138527,90.019513,92.927659,10.75,8.75,0.802294,4035.7,2300.7,1,17,1,13,0,0,0,0,4,0,0,0.567553,4,17,18
hMOF-5010513,15.297475,12.64533,15.29672,80.350659,88.382886,80.321044,8.75,6.75,0.685675,3079.4,2271.1,17,53,11,13,0,0,0,0,4,0,0,1.13078,4,17,70
hMOF-5031885,15.297475,29.839131,15.29672,80.368922,88.382886,80.335685,8.25,6.75,0.724791,2211.9,1795.7,128,172,4,34,0,0,0,0,8,0,0,4.8082,8,42,300
hMOF-5011623,18.215407,18.101395,18.215399,89.973573,89.980167,90.031552,7.75,5.25,0.707549,2747.2,2755.5,18,76,0,26,0,0,0,0,8,22,0,0.822507,8,34,94
hMOF-20239,8.559649,8.559648,8.140239,90.008289,90.002894,110.221336,6.75,5.75,0.648123,1393.6,1847.9,8,10,2,10,0,0,0,0,2,0,0,3.68239,2,12,18
hMOF-5075915,19.18893,19.288864,17.766277,90.023209,89.988508,96.859488,6.25,4.25,0.542066,1192.5,1407.6,48,156,18,24,0,48,0,6,0,0,0,3.04205,6,30,204
hMOF-5077226,14.853566,19.188924,17.666332,90.007291,90.006406,83.388189,17.75,16.25,0.884339,5185.9,1673,24,46,10,8,0,0,0,2,0,0,0,0.806904,2,10,70
hMOF-5080999,23.532407,23.532407,22.010155,89.999577,89.996931,82.848678,6.25,3.75,0.600019,1320.1,1527.8,80,320,32,80,0,64,0,8,0,0,0,3.87554,8,88,400
hMOF-5000076,13.897449,12.759399,12.759393,89.969094,89.978412,90.016396,4.75,3.75,0.370823,505.4,675.1,64,68,0,26,0,0,0,0,8,0,0,3.14962,8,34,132
hMOF-5024473,21.295419,21.295417,14.908662,86.735309,93.317758,90.045308,18.75,17.25,0.886974,4932.2,1648.8,54,60,8,13,0,0,0,0,4,0,0,0.907888,4,17,114
hMOF-35055,16.109302,10.654545,14.586319,89.998553,89.994552,83.973604,5.25,3.75,0.624608,925.4,1487.3,20,72,4,16,0,0,0,4,0,12,0,4.09425,4,20,92
hMOF-19878,16.109302,10.654551,15.186229,89.998019,89.994701,83.973605,7.75,5.75,0.615788,1867.5,1706.2,86,73,2,19,0,0,0,0,2,0,0,4.25839,2,21,159
hMOF-5056313,23.532407,23.532407,22.610064,89.999397,89.997161,82.848678,22.25,21.25,0.932003,4848.9,1162.6,23,80,8,20,13,0,0,0,2,0,0,0.678801,2,22,103
hMOF-5021810,19.121063,16.625547,19.121249,87.549433,89.910748,87.531546,16.75,15.75,0.899913,5300.2,1549.6,34,47,0,13,0,0,0,0,4,0,0,0.774021,4,17,81
hMOF-5052544,14.853558,19.188924,13.930277,89.993371,89.993309,83.386549,12.25,11.25,0.790021,1918,1844.9,7,48,6,8,0,0,0,0,2,17,0,0.710292,2,10,55
hMOF-5054686,10.723024,23.532407,9.798715,89.992208,89.996609,83.658273,7.75,6.25,0.717594,2714.3,2130.5,42,47,4,23,0,0,0,0,2,0,0,1.92227,2,25,89
hMOF-15594,21.395364,17.637651,21.395355,101.232233,90.024516,101.214606,16.75,15.25,0.900652,5426.2,1649.4,62,74,0,13,0,0,0,0,4,0,0,1.08812,4,17,136
hMOF-7003013,31.640172,20.875641,31.640172,57.596942,90.008445,62.438275,14.25,12.25,0.789008,3054.8,1660,170,282,6,40,0,0,0,0,0,0,6,2.10428,6,46,452
hMOF-33263,6.394984,10.968094,9.4829,92.54831,99.608195,85.581781,3.75,2.75,0.317325,18.4,25.7,28,20,2,8,0,0,0,2,0,0,0,3.71562,2,10,48
hMOF-3000950,22.863218,22.862586,22.858745,60.006856,60.013818,59.991795,7.25,5.75,0.602631,2955.3,2507.5,26,122,54,64,0,0,0,0,16,0,0,0.513225,16,80,148
hMOF-7000857,14.446369,14.446369,14.446369,90.000001,60.002158,119.99975,3.25,2.25,0.0981197,6.2,11.7,110,60,38,32,0,0,0,0,0,0,6,0.339529,6,38,170
hMOF-5074331,16.992701,17.01937,15.455313,96.5346,87.136501,87.022613,13.75,12.25,0.821411,4770.6,1960.5,16,50,16,8,0,0,0,2,0,0,0,0.464294,2,10,66
hMOF-5007633,13.032831,16.120484,13.032268,99.642751,90.886977,86.078521,6.25,3.25,0.297039,412.8,618.4,48,69,0,48,0,0,0,0,12,0,0,1.482,12,60,117
hMOF-5012775,18.101398,18.101397,16.959447,90.033674,90.020773,90.015732,15.25,14.25,0.869388,5300.2,2047.4,66,63,0,13,0,0,0,0,4,0,0,1.34852,4,17,129
hMOF-5079441,23.532407,23.532407,22.010155,90.000423,89.996931,97.151322,10.25,8.25,0.850539,4561.1,2332.3,38,160,16,40,34,0,0,4,0,0,0,0.874288,4,44,198
hMOF-34751,11.026607,10.65455,9.4829,99.426343,78.636152,96.53546,6.75,5.75,0.618724,1791.7,1761.3,28,27,2,8,0,0,0,2,0,0,0,3.64951,2,10,55
hMOF-5039586,10.723023,13.101039,10.723024,86.604576,84.467709,93.389222,10.25,9.25,0.730486,3403.3,2447.3,8,16,2,8,0,0,0,0,2,2,0,0.337822,2,10,24
hMOF-5047337,15.944551,15.944551,15.021413,89.996935,89.997174,96.501262,12.75,11.75,0.819643,5334.8,2501.2,9,38,2,8,0,9,0,0,2,0,0,0.534522,2,10,47
hMOF-5027447,19.805407,25.639239,19.805399,89.965354,90.019573,89.960118,16.25,14.75,0.872316,5054.1,1675.1,100,96,2,29,0,0,0,0,4,0,0,1.2422,4,33,196
hMOF-5011104,18.101398,18.101395,12.759393,89.967074,89.972395,90.026371,14.75,13.25,0.826378,4923.8,2170.9,18,36,0,13,10,0,0,0,4,0,0,1.25818,4,17,54
hMOF-5049495,8.559649,17.038272,7.681481,83.842174,94.91324,80.44511,6.75,4.75,0.654348,2733.5,2248.6,14,20,2,8,0,0,0,0,2,0,0,2.42362,2,10,34
hMOF-5050902,17.019282,17.038272,16.098538,92.920305,91.140572,87.241387,6.25,4.75,0.606665,2219.3,1852.9,34,114,30,16,0,0,0,0,4,0,0,2.18299,4,20,148
hMOF-32406,17.699077,11.026607,16.176319,90.000905,90.005422,95.933297,4.75,3.25,0.401679,906.7,922.2,20,88,24,16,0,0,0,4,0,0,0,1.64817,4,20,108
hMOF-5018866,18.05059,18.05059,16.625539,90.029956,90.00491,90.007719,16.75,14.75,0.883544,5757.3,1754.2,12,36,0,18,0,0,0,0,4,0,0,0.360165,4,22,48
hMOF-7758,12.827893,13.032721,12.827885,97.149035,89.980728,97.204267,8.25,6.75,0.670479,2669.3,2112.8,40,32,0,20,0,0,0,0,4,0,0,1.89543,4,24,72
hMOF-5036664,17.699083,14.519709,16.776229,89.992406,89.998886,83.48158,6.25,5.25,0.621782,2978.3,2104.8,64,88,4,24,0,0,0,0,4,0,0,1.77589,4,28,152
hMOF-7584,13.032831,13.032721,10.686551,93.335252,77.928676,90.902885,4.75,3.25,0.316947,278.7,556.9,10,32,0,26,0,0,0,0,8,10,0,2.07725,8,34,42
hMOF-28462,19.288864,16.109304,17.766277,90.001293,89.979562,83.299443,7.25,5.25,0.707125,3536.7,2352.1,84,96,32,16,0,0,0,4,0,0,0,1.43844,4,20,180
hMOF-1002668,6.8179,17.078472,11.102193,95.114488,108.604059,99.30602,5.25,3.75,0.526433,1530.1,1639.7,23,30,9,10,0,0,2,0,0,0,0,3.58676,2,12,53
hMOF-5047683,15.944551,10.654541,9.730217,89.998097,89.996148,83.991333,6.25,4.75,0.556484,1538.6,1587.4,22,42,2,21,0,0,0,0,2,0,0,2.59345,2,23,64
hMOF-5059994,11.792241,11.792241,9.198806,89.99667,90.000255,84.193416,2.75,1.75,0.04492,0,0,12,42,24,24,0,0,0,6,0,0,0,0,6,30,54
hMOF-5023632,21.295419,21.295417,19.805399,89.970204,89.981377,90.044503,7.75,6.75,0.739794,4777.9,2751.2,18,126,46,26,0,0,0,0,8,0,0,0.522192,8,34,144
hMOF-609,21.395355,21.395362,21.395361,90.046585,90.021511,90.04394,22.25,20.75,0.906735,5449,1405.2,78,81,0,13,0,0,0,0,4,0,0,1.0632,4,17,159
hMOF-7000894,19.902436,23.196402,23.196401,59.999265,90.006949,59.997492,12.75,12.25,0.714749,1895.3,1996.6,34,96,0,32,0,0,0,0,0,32,6,0.740644,6,38,130
hMOF-5009249,12.759401,12.64533,12.759393,90.028974,90.019596,90.017969,3.25,2.25,0.15975,11.7,17.7,58,52,18,26,0,0,0,0,8,0,0,1.66085,8,34,110
hMOF-5059022,19.28884,11.792254,17.766277,89.993496,89.983415,83.662307,12.25,11.25,0.826662,4442.6,2032,66,63,2,8,0,0,0,2,0,0,0,1.71576,2,10,129
hMOF-5074751,17.000383,17.038272,9.130307,89.996293,89.995337,83.355929,10.75,10.25,0.774509,3012,2112.7,13,44,2,8,15,0,0,2,0,0,0,1.92119,2,10,57
hMOF-5016267,12.759401,18.050589,12.759393,90.029546,90.020938,90.029746,11.25,10.25,0.780467,4124.1,2339.6,14,30,0,23,0,0,0,0,4,0,0,0.748552,4,27,44
hMOF-5032457,16.12049,29.839125,16.120484,87.117439,89.8359,87.092839,9.75,7.75,0.805641,4095,2360.5,72,124,4,34,0,0,0,0,8,0,0,1.23197,8,42,196
hMOF-5023371,18.215407,21.295417,18.215399,89.968895,89.980167,90.03015,17.25,15.75,0.887735,5399.1,1617.2,52,58,4,13,0,0,0,0,4,0,0,0.971719,4,17,110
hMOF-5012787,16.959455,18.101395,16.959447,89.97045,89.983056,90.028051,7.25,4.25,0.656926,2602.7,2072.5,76,100,20,26,0,0,0,0,8,0,0,3.12643,8,34,176
hMOF-4303,12.759401,12.759399,21.395355,90.01269,90.021398,90.016023,9.75,8.75,0.723073,2959,2086.2,72,78,0,13,0,0,0,0,4,0,0,2.8749,4,17,150
hMOF-5071115,15.944551,9.130313,10.65455,89.999724,83.991834,89.994529,8.25,5.25,0.643635,2849.8,2127.9,26,32,2,8,0,0,0,2,0,0,0,2.89561,2,10,58
hMOF-5032754,29.839134,12.594516,29.839126,90.015384,89.970362,89.989085,17.75,16.25,0.807802,4538.3,1926.2,98,176,4,21,0,0,0,0,4,0,0,1.75661,4,25,274
hMOF-2000680,27.780882,27.780884,27.780936,90.002261,59.997799,119.999789,22.25,18.75,0.862843,4706.5,1643.4,24,120,0,60,0,0,0,12,0,0,0,0.354494,12,72,144
hMOF-5057010,17.699083,26.809956,17.699092,89.993981,83.284691,90.002782,15.75,12.25,0.840162,4661.7,1730.4,92,96,4,27,0,0,0,0,2,0,0,1.17605,2,29,188
hMOF-7000533,17.917603,21.606444,21.606444,59.998659,90.001745,57.013403,15.25,13.25,0.755271,3301.4,2036.5,48,82,0,32,0,0,0,0,0,0,6,0.851101,6,38,130
hMOF-7000542,17.917603,21.606444,21.606444,119.999679,90.001004,57.010312,8.75,7.25,0.720806,2777.8,2277.5,28,82,0,32,0,20,0,0,0,0,6,1.40638,6,38,110
hMOF-30276,16.992694,16.992695,15.455313,92.847427,87.142206,90.668223,12.75,11.25,0.792436,4201.4,2044.1,48,74,8,8,0,0,0,2,0,0,0,1.27448,2,10,122
hMOF-5071207,14.971486,15.944551,13.448316,89.992444,89.998199,83.556434,11.75,11.25,0.813406,3963.8,2140.1,14,38,2,8,0,8,0,2,0,0,0,0.620658,2,10,52
hMOF-5054015,19.288867,18.366186,19.288859,89.994011,96.864603,90.007559,8.75,4.75,0.686508,1886.8,2304.1,34,112,4,16,0,0,0,0,4,38,0,1.20639,4,20,146
hMOF-22725,6.394989,10.723023,9.798715,89.99677,89.999935,85.482629,4.25,2.25,0.24681,97.2,130.5,26,19,2,8,0,0,0,0,2,0,0,1.34063,2,10,45
hMOF-5047617,10.65455,15.944551,9.730223,89.997716,89.996251,83.99182,6.75,4.75,0.575557,1901.5,1773.7,32,41,2,15,0,0,0,0,2,0,0,2.85995,2,17,73
hMOF-1447,17.077404,18.215405,17.077396,89.968409,89.980499,90.02511,6.25,5.25,0.532543,1512.6,1554.7,39,120,0,39,21,0,0,0,12,0,0,3.58783,12,51,159
hMOF-5058104,15.995292,27.732046,26.809956,89.963902,90.005095,96.944703,18.25,16.75,0.773753,3390.9,1536.9,132,218,6,16,0,0,0,0,2,0,0,1.99608,2,18,350
hMOF-5061317,9.065218,14.519709,7.540329,89.99546,89.996962,84.348015,8.75,7.75,0.750413,3664.1,2631.8,0,12,2,8,0,0,0,2,0,0,0,0.328289,2,10,12
hMOF-36337,14.853567,9.065218,7.540329,90.001757,89.999988,84.325408,5.75,4.25,0.699337,2192.7,2203.8,16,26,2,8,0,0,0,2,0,0,0,6.74129,2,10,42
